INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CITY,STATE,POSTAL_CODE,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,AGENT_NAME,DATE_OF_JOINING,AGENT_CITY,AGENT_STATE,AGENT_POSTAL_CODE,EMP_ROUTING_NUMBER,EMP_ACCT_NUMBER,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE,VENDOR_POSTAL_CODE,TRANSACTION_DAY,TRANSACTION_MONTH,TRANSACTION_YEAR,POLICY_EFF_DAY,POLICY_EFF_MONTH,POLICY_EFF_YEAR,LOSS_DAY,LOSS_MONTH,LOSS_YEAR,REPORT_DAY,REPORT_MONTH,REPORT_YEAR
Mobile,11.07,200,Lynn Haven,FL,32444,Y,49,10,Y,6,L,Mortgage,MI,High School,D,Minor Loss,Ambulance,1,1,CA,Fremont,6,AGENT01058,VNDR00119,Eva Robinson,1994-12-14,Sutter Creek,CA,95685,80971515,SHSH13136801318998,"Miller, Patel and Anderson",Anchorage,AK,99501,7,6,2021,24,8,2013,6,6,2021,6,6,2021
Travel,96.16,4000,Dracut,MA,1826,N,31,52,Y,4,L,Own,MI,High School,A,Total Loss,Ambulance,1,1,AK,Anchorage,5,AGENT00812,VNDR00282,Erin Merson,2011-01-10,Arvada,CO,80004,70368358,QKTP91520477334037,"Holmes, Bishop and Nunez",Fayetteville,AR,72704,7,6,2021,1,1,2019,19,5,2021,24,5,2021
Mobile,8.96,700,Panama City,FL,32404,Y,26,20,N,2,M,Own,MI,College,A,Minor Loss,Other,0,1,AZ,Glendale,9,AGENT00981,VNDR00100,Kevin Marshall,1999-10-08,Anchorage,AK,99501,88699459,IFND43458415973807,Lamb-Campbell,Nashville,TN,37211,7,6,2021,22,3,2011,23,5,2021,28,5,2021
Motor,78.97,10000,Union City,CA,94587,Y,57,105,Y,3,L,Mortgage,MI,High School,A,Total Loss,Ambulance,1,0,MA,Yarmouth,18,AGENT00458,VNDR00416,Nina Delker,1991-09-23,Montgomery,AL,36116,96220658,XEEL24701039571551,"Contreras, Sanchez and Harris",Fayetteville,AR,72701,7,6,2021,4,12,2016,31,5,2021,2,6,2021
Life,78.55,45000,Wolcott,VT,5680,N,46,105,Y,2,M,Mortgage,LI,High School,A,Total Loss,Ambulance,0,0,AL,Montgomery,20,AGENT00652,VNDR00544,Emily Kilgore,2015-07-05,Savannah,GA,31419,27422849,XOPU88386115381018,"Miller, Jensen and Bridges",Crofton,MD,21114,7,6,2021,17,10,2018,20,5,2021,25,5,2021
Mobile,8.35,700,Anchorage,AK,99504,N,35,81,Y,5,M,Rent,LI,Bachelor,A,Total Loss,Ambulance,1,1,MA,Mansfield,21,AGENT00516,VNDR00064,Jose Wood,2012-09-12,Pawlet,VT,5761,76889132,TETY26266215008435,Hill Ltd,Moore,OK,73160,7,6,2021,11,9,2011,27,5,2021,1,6,2021
Life,93.79,29000,Panama City,FL,32405,N,51,17,N,2,L,Own,HI,High School,A,Minor Loss,Police,1,1,FL,Panama City,13,AGENT00578,VNDR00361,Richard Swinford,1992-04-04,Westfield,MA,1085,44730501,QZPI27185447505141,Boyd-Fleming,Arvada,CO,80005,7,6,2021,30,5,2014,23,5,2021,28,5,2021
Mobile,10.79,700,Smartsville,CA,95977,Y,61,85,Y,5,L,Mortgage,MI,High School,A,Major Loss,Police,1,0,AL,Montgomery,20,AGENT00664,VNDR00112,Howard Planas,1994-03-01,Nichols Hills,OK,73116,42181330,EEGB27145038898026,"Sellers, Thompson and Mcdonald",Youngstown,FL,32466,7,6,2021,16,9,2017,21,5,2021,26,5,2021
Life,57.93,18000,Oklahoma City,OK,73170,N,44,44,Y,6,M,Rent,MI,High School,A,Total Loss,Ambulance,1,1,KY,Louisville,0,AGENT00477,VNDR00454,Rebecca Santarelli,2006-09-17,Vergennes,VT,5491,10302727,FHJS00996273274909,"Irwin, Perez and Young",Arvada,CO,80002,7,6,2021,30,10,2016,24,5,2021,29,5,2021
Health,160.91,13000,Glendale,AZ,85301,Y,48,20,Y,7,L,Mortgage,MI,High School,A,Total Loss,Ambulance,1,1,AR,Fayetteville,19,AGENT01097,VNDR00537,Barbara Miller,1993-09-28,Pittsfield,MA,1201,96560884,ZXPJ13504297261189,"Johnson, Hurst and Mendoza",Port Charlotte,FL,33954,7,6,2021,19,11,2010,28,5,2021,31,5,2021
Life,62.37,32000,Manchester,CT,6040,Y,55,33,Y,4,L,Own,LI,College,A,Major Loss,Police,1,0,GA,Pooler,1,AGENT00699,VNDR00425,Chris Edmonds,2001-06-04,Westmore,VT,5860,27682715,PKLU99131859094504,Nguyen-Hess,Nashville,TN,37221,7,6,2021,18,2,2017,6,6,2021,6,6,2021
Life,50.8,14000,Salinas,CA,93908,Y,34,31,N,7,L,Mortgage,MI,Bachelor,A,Major Loss,Police,0,0,AR,Fayetteville,3,AGENT00239,VNDR00292,Mildred Howell,2009-05-21,Midwest City,OK,73130,108866418,VMCH14705299609812,Wilson and Sons,Savannah,GA,31419,7,6,2021,29,9,2010,5,6,2021,5,6,2021
Motor,97.78,3000,Youngstown,FL,32466,Y,35,110,Y,6,L,Mortgage,MI,High School,A,Major Loss,Police,0,1,AZ,Glendale,18,AGENT00415,VNDR00580,Angel Alexander,2012-08-26,Manchester,CT,6040,55484383,CLKD05622028357384,Dennis LLC,Nashville,TN,37207,8,6,2021,25,11,2019,5,6,2021,5,6,2021
Travel,91.59,1000,Arnold,MD,21012,N,37,23,Y,3,L,Mortgage,MI,High School,A,Minor Loss,Ambulance,1,0,FL,Panama City,18,AGENT00278,VNDR00600,Patricia Tucker,2007-06-12,Norman,OK,73071,87652976,YEPN16077902472499,"Jacobs, Fox and Torres",Fayetteville,AR,72701,8,6,2021,6,5,2012,20,5,2021,25,5,2021
Mobile,10.46,700,Manchester,CT,6040,N,49,77,Y,2,H,Rent,HI,Bachelor,A,Minor Loss,Police,0,1,AZ,Glendale,22,AGENT00308,VNDR00504,Ernesto Brown,1998-04-27,Fayetteville,AR,72703,67598283,BBGB88504168531175,Hill LLC,Arvada,CO,80003,8,6,2021,27,8,2014,7,6,2021,7,6,2021
Health,141.61,4000,Washington,DC,20003,N,59,44,Y,6,M,Rent,HI,College,A,Total Loss,Police,1,0,TN,Nashville,19,AGENT00262,VNDR00556,Stuart Lopez,2002-06-23,Anchorage,AK,99503,50013115,VWII94517745930110,Ramsey Inc,Panama City,FL,32405,8,6,2021,9,2,2013,5,6,2021,5,6,2021
Property,124.38,10000,Boulder,CO,80302,N,63,50,Y,3,M,Rent,MI,Bachelor,A,Major Loss,Police,1,1,VT,Hartford,15,AGENT00481,VNDR00168,Mary Scribner,2000-07-15,Louisville,KY,40245,88548490,VZTY16125395831114,"Miller, Bryant and Vega",Anchorage,AK,99508,8,6,2021,6,4,2011,3,6,2021,4,6,2021
Travel,81.79,1000,South Hadley,MA,1075,Y,61,108,Y,4,L,Own,MI,Masters,A,Total Loss,Police,0,1,CA,Castro Valley,0,AGENT00934,VNDR00137,Roy Baldwin,2006-12-18,Manchester,CT,6040,43741041,GDVA32269160355556,"Johnson, Cook and Harrington",Pooler,GA,31322,8,6,2021,17,10,2014,26,5,2021,31,5,2021
Mobile,11.19,100,Arvada,CO,80003,Y,26,59,N,7,H,Rent,MI,Bachelor,A,Minor Loss,Ambulance,0,1,CA,Fremont,0,AGENT01056,VNDR00090,James Murphy,2015-06-28,Washington,DC,20011,95353720,ZYMP03966144069968,Harris-Joyce,Fayetteville,AR,72701,8,6,2021,7,6,2018,6,6,2021,6,6,2021
Property,96.27,31000,Louisville,KY,40213,N,47,87,Y,2,L,Own,LI,High School,A,Total Loss,Police,1,1,CO,Pueblo,8,AGENT00674,VNDR00122,Carlos Nelson,2006-11-16,Anchorage,AK,99508,119850918,TFOA38470735340374,Valentine Inc,Southport,FL,32409,8,6,2021,14,2,2019,29,5,2021,1,6,2021
Mobile,8.19,400,Anchorage,AK,99501,Y,46,6,Y,5,H,Rent,HI,Bachelor,A,Total Loss,Ambulance,1,1,CA,Union City,19,AGENT00798,VNDR00117,Christopher Radtke,2004-01-28,Washington,DC,20003,32444401,WMJU28742598062474,"Brown, Baker and Lucas",Edmond,OK,73012,8,6,2021,13,5,2013,24,5,2021,29,5,2021
Motor,136.02,7000,Washington,DC,20007,Y,38,99,Y,2,L,Mortgage,MI,Bachelor,A,Minor Loss,Ambulance,0,0,OK,Oklahoma City,6,AGENT00117,VNDR00129,Janice Hammen,1994-06-14,Louisville,KY,40222,54517293,UBRW42701656864184,"Norris, Arnold and Young",Homer,AK,99603,8,6,2021,3,2,2014,28,5,2021,2,6,2021
Mobile,7.81,600,Barnard,VT,5068,Y,29,61,Y,4,L,Own,LI,High School,A,Total Loss,Ambulance,0,1,VT,Colchester,21,AGENT00902,VNDR00423,Janet Inman,2008-05-07,Montgomery,AL,36117,129922616,SYGD36662645988269,"Maynard, Foster and Rangel",Nashville,TN,37013,8,6,2021,18,2,2019,23,5,2021,28,5,2021
Life,59.72,33000,Baltimore,MD,21225,Y,28,48,Y,5,M,Mortgage,LI,High School,A,Minor Loss,Ambulance,1,0,AL,Pike Road,17,AGENT00071,VNDR00312,Karen Olsen,2003-07-17,Fremont,CA,94539,21702837,UEZH74224396771892,Roberts Inc,Glendale,AZ,85302,8,6,2021,31,7,2017,4,6,2021,5,6,2021
Property,84.15,32000,Fayetteville,AR,72701,N,33,90,Y,7,L,Mortgage,LI,PhD,A,Minor Loss,Ambulance,1,1,KY,Louisville,9,AGENT00092,VNDR00101,Gary Fernandez,2010-03-03,Savannah,GA,31401,23000249,STSZ52823814965754,Walker Group,Louisville,KY,40272,8,6,2021,27,12,2018,25,5,2021,30,5,2021
Health,134.43,6000,Manchester,CT,6042,Y,44,103,Y,4,M,Rent,MI,High School,A,Total Loss,Police,1,1,TN,Nashville,0,AGENT00362,VNDR00540,Rosie Charles,2006-09-16,Severna Park,MD,21146,78287965,RZZP82985847744020,"Fuller, Smith and Black",Fayetteville,AR,72701,8,6,2021,6,6,2012,6,6,2021,6,6,2021
Life,73.71,60000,Pittsford,VT,5763,N,43,21,Y,2,H,Rent,HI,Bachelor,A,Major Loss,Police,1,0,CO,Grand Junction,3,AGENT00260,VNDR00564,Cleveland Feyh,1991-08-28,Savannah,GA,31405,19736213,NWAC18728876175042,"Trujillo, Jones and Sloan",Washington,DC,20003,8,6,2021,1,8,2017,24,5,2021,29,5,2021
Health,177.97,8000,Fayetteville,AR,72704,Y,54,119,Y,3,M,Own,MI,High School,A,Major Loss,Ambulance,1,1,CO,Arvada,19,AGENT00836,VNDR00355,Adam Dixon,2014-06-21,Union City,CA,94587,106771220,SJZS08070310097282,Gonzalez-Hernandez,Montgomery,AL,36108,8,6,2021,16,5,2011,24,5,2021,29,5,2021
Property,113.04,27000,West Windsor,VT,5037,Y,63,113,Y,6,L,Mortgage,MI,High School,A,Total Loss,Police,1,1,CT,Manchester,18,AGENT00608,VNDR00408,Renee Zaldana,2015-02-24,Mammoth Lakes,CA,93546,28869605,NSVP36826783847299,Wright PLC,Anchorage,AK,99503,8,6,2021,30,12,2016,20,5,2021,25,5,2021
Motor,127.17,6000,Glendale,AZ,85304,Y,36,90,Y,6,L,Rent,LI,MD,A,Minor Loss,Police,0,1,AK,Anchorage,12,AGENT00150,VNDR00553,Leonardo Varghese,2001-09-21,Nashville,TN,37209,67394856,EJPE24885719228817,"Cooper, Lopez and Jones",Peoria,AZ,85382,8,6,2021,15,5,2017,6,6,2021,6,6,2021
Mobile,7.83,100,Washington,DC,20019,Y,46,14,Y,2,H,Mortgage,HI,Bachelor,A,Minor Loss,Ambulance,0,0,AR,Fayetteville,6,AGENT00193,VNDR00214,John Buck,2017-05-22,Oakland,CA,94603,58801109,LUJJ77789794761154,"Mcdowell, Mcmillan and Taylor",Livermore,CA,94550,8,6,2021,19,10,2014,5,6,2021,5,6,2021
Motor,131.03,3000,Arvada,CO,80002,N,60,18,Y,7,L,Own,MI,Bachelor,A,Minor Loss,Police,1,1,AZ,Glendale,4,AGENT00849,VNDR00445,Debbra Collins,2007-03-13,Fremont,CA,94536,90097900,TBYC82344045862959,"Bass, Garcia and Garcia",Arvada,CO,80004,8,6,2021,27,3,2013,6,6,2021,6,6,2021
Health,163.41,4000,Nashville,TN,37211,Y,28,78,Y,7,M,Rent,LI,High School,A,Total Loss,Police,1,0,DC,Washington,17,AGENT01002,VNDR00092,Keith Thomas,1998-06-26,Castro Valley,CA,94546,73403469,HJKO59123090737147,Knapp-Thornton,Moore,OK,73160,8,6,2021,13,12,2018,5,6,2021,5,6,2021
Motor,100.46,7000,Louisville,KY,40212,Y,60,22,Y,3,H,Rent,MI,Bachelor,D,Minor Loss,Police,0,1,VT,Thetford,13,AGENT00939,VNDR00141,Robin Mrozinski,2014-09-27,Arvada,CO,80003,26743969,FTKH59275277733909,Holder-Robinson,Berkeley,CA,94709,8,6,2021,20,10,2017,1,6,2021,3,6,2021
Mobile,9.73,700,Manchester,CT,6040,Y,36,38,Y,6,H,Mortgage,MI,Masters,A,Total Loss,Ambulance,1,0,MA,Melrose,4,AGENT00256,VNDR00249,Margaret Styons,1995-09-09,Lynn Haven,FL,32444,81234471,LLIU27368345999658,"Mora, Bass and Romero",Arvada,CO,80003,8,6,2021,26,12,2016,2,6,2021,4,6,2021
Property,85.69,14000,Riva,MD,21140,Y,52,82,Y,6,L,Rent,HI,Bachelor,A,Total Loss,Ambulance,1,0,AL,Montgomery,7,AGENT01184,VNDR00382,James Ayers,2008-11-10,Nashville,TN,37206,53733638,MTDS80945137889409,Smith Group,Washington,DC,20019,8,6,2021,25,4,2015,27,5,2021,1,6,2021
Travel,62.24,5000,Louisville,KY,40299,Y,51,100,Y,5,M,Rent,MI,Bachelor,A,Total Loss,Police,1,1,AK,Anchorage,17,AGENT00095,VNDR00203,Brenda Poston,2018-01-13,Manchester,CT,6040,111511352,XDLC76847404990684,Smith Ltd,Louisville,KY,40202,8,6,2021,14,4,2018,22,5,2021,27,5,2021
Property,118.83,36000,Anchorage,AK,99515,Y,35,54,Y,5,M,Mortgage,HI,Bachelor,A,Minor Loss,Ambulance,1,1,DC,Washington,7,AGENT00357,VNDR00508,Monty Smith,2009-08-29,Pasadena,MD,21122,22968175,HCPY79538816725677,"Conway, Meyer and White",Anchorage,AK,99515,8,6,2021,19,6,2018,21,5,2021,26,5,2021
Travel,52.36,5000,Panama City,FL,32405,Y,28,56,Y,2,M,Rent,MI,College,A,Total Loss,Ambulance,1,0,AL,Montgomery,6,AGENT00972,VNDR00478,Ruth Jordan,1991-02-08,Pooler,GA,31322,63693056,YOXE26654991109131,"Graham, Barrett and Cooper",Hartford,VT,5001,8,6,2021,12,10,2016,3,6,2021,4,6,2021
Motor,102.5,3000,Louisville,KY,40219,Y,44,54,Y,3,M,Own,MI,Bachelor,A,Major Loss,Ambulance,0,1,FL,Punta Gorda,22,AGENT01063,VNDR00117,Jacqueline Krous,2012-03-17,Anchorage,AK,99518,110834535,PENR49583753092914,"Brown, Baker and Lucas",Edmond,OK,73012,9,6,2021,11,12,2019,21,5,2021,26,5,2021
Life,77.63,57000,Manchester,CT,6040,Y,53,20,Y,2,L,Mortgage,HI,Bachelor,A,Major Loss,Police,1,0,CA,Chico,19,AGENT00019,VNDR00529,Letitia Friedman,2015-03-03,Louisville,KY,40211,36932870,HQBC86092587568338,Brooks-Henry,Arvada,CO,80002,9,6,2021,11,12,2014,1,6,2021,4,6,2021
Life,82.93,85000,Washington,DC,20024,Y,55,52,Y,4,M,Rent,HI,Bachelor,A,Major Loss,Other,1,1,CA,Livermore,15,AGENT00026,VNDR00092,Josephine Amorosi,2011-09-23,Fayetteville,AR,72703,90344527,OFDO18308945661277,Knapp-Thornton,Moore,OK,73160,9,6,2021,4,2,2013,7,6,2021,7,6,2021
Health,182.43,9000,Louisville,KY,40243,Y,28,107,Y,4,L,Own,MI,Bachelor,A,Major Loss,Ambulance,1,1,TN,Nashville,20,AGENT00664,VNDR00489,Howard Planas,1994-03-01,Nichols Hills,OK,73116,42181330,EEGB27145038898026,"Young, Moore and Medina",Nashville,TN,37205,9,6,2021,16,1,2018,30,5,2021,2,6,2021
Motor,93.54,6000,Manchester,CT,6040,Y,27,107,Y,4,M,Mortgage,HI,High School,A,Total Loss,Ambulance,1,1,TN,Nashville,0,AGENT01140,VNDR00478,Willie Smith,2013-10-13,Panama City Beach,FL,32407,114851132,DSSU56691374816080,"Graham, Barrett and Cooper",Hartford,VT,5001,9,6,2021,16,7,2012,28,5,2021,2,6,2021
Travel,51.34,1000,Quincy,MA,2169,Y,51,7,Y,3,M,Rent,LI,College,A,Major Loss,Police,0,1,CO,Arvada,2,AGENT00531,VNDR00019,Tara Walling,2017-06-21,Glen Burnie,MD,21061,86861522,VRME87332443963861,Wells-Hooper,Glendale,AZ,85301,9,6,2021,20,7,2015,21,5,2021,26,5,2021
Life,84.67,93000,Montgomery,AL,36117,N,58,26,Y,4,L,Rent,HI,High School,A,Total Loss,Police,0,0,CO,Arvada,22,AGENT01030,VNDR00397,Johnnie Wynn,1992-08-13,Manchester,CT,6042,99978350,KIDA83731780358016,"Fisher, Gonzales and Robbins",Montgomery,AL,36117,9,6,2021,11,5,2012,6,6,2021,6,6,2021
Motor,118.55,1000,Warren,VT,5674,Y,53,59,Y,2,L,Mortgage,LI,Bachelor,A,Total Loss,Ambulance,0,0,MD,Severna Park,23,AGENT00632,VNDR00132,Caitlin Campbell,2012-10-13,Severn,MD,21144,64451527,XAKS56109046835689,Gregory and Sons,Savannah,GA,31419,9,6,2021,17,9,2011,22,5,2021,27,5,2021
Mobile,11.56,500,Savannah,GA,31419,Y,33,92,Y,4,L,Mortgage,HI,Bachelor,A,Major Loss,Police,1,1,CT,Manchester,16,AGENT00504,VNDR00574,Chris Trahan,1992-10-28,Montgomery,AL,36117,18339226,MHRM45195396069914,Warren Inc,Manchester,CT,6040,9,6,2021,1,5,2019,3,6,2021,5,6,2021
Mobile,8.08,600,Louisville,KY,40223,N,45,16,N,2,L,Mortgage,MI,High School,A,Minor Loss,Other,1,1,FL,Panama City,6,AGENT00066,VNDR00599,Danielle Visvardis,2014-09-16,Worcester,MA,1607,101490043,OJKV85329684741331,Reeves-Leonard,Litchfield Park,AZ,85340,9,6,2021,8,3,2018,21,5,2021,26,5,2021
Mobile,8.18,200,Arvada,CO,80004,Y,62,57,Y,4,L,Rent,MI,Masters,A,Total Loss,Police,0,1,FL,Panama City,5,AGENT01134,VNDR00321,Joanna Bailey,2007-12-25,Farmington,AR,72730,104508408,GTAT20473263158624,"Pearson, Harris and Townsend",Severn,MD,21144,9,6,2021,18,12,2010,5,6,2021,6,6,2021
Property,98.97,40000,Panama City,FL,32408,N,35,21,Y,3,M,Mortgage,MI,Bachelor,A,Major Loss,Police,1,0,CA,Mammoth Lakes,18,AGENT00679,VNDR00588,Clara Barnett,1994-08-25,Savannah,GA,31405,90981553,GBEQ56216719351752,Jenkins Group,Tybee Island,GA,31328,9,6,2021,31,10,2016,8,6,2021,8,6,2021
Mobile,11.68,400,Anchorage,AK,99577,Y,37,119,Y,4,L,Mortgage,MI,Masters,A,Major Loss,Ambulance,0,1,GA,Pooler,10,AGENT00554,VNDR00040,Daniel Benevides,1991-07-25,Glen Burnie,MD,21061,47750850,MYHZ80353422323761,Reynolds-Tucker,Manchester,CT,6040,9,6,2021,15,7,2015,20,5,2021,25,5,2021
Mobile,11.1,700,Fremont,CA,94536,Y,61,59,Y,2,L,Mortgage,HI,College,A,Total Loss,Police,1,0,OK,Oklahoma City,23,AGENT00055,VNDR00169,Wendi Hensley,1992-02-21,Nashville,TN,37080,72945591,FFJG64443961824050,Hicks Group,Fayetteville,AR,72703,9,6,2021,5,8,2010,4,6,2021,5,6,2021
Mobile,9.99,600,Oklahoma City,OK,73116,Y,34,48,Y,3,L,Mortgage,MI,College,A,Major Loss,Other,1,1,GA,Savannah,4,AGENT00072,VNDR00553,Kate Mendes,1992-12-02,Peabody,MA,1960,26250698,QCWW55532754732879,"Cooper, Lopez and Jones",Peoria,AZ,85382,9,6,2021,22,7,2012,21,5,2021,26,5,2021
Motor,110.0,10000,Castro Valley,CA,94546,Y,42,23,N,2,L,Mortgage,LI,High School,A,Total Loss,Other,1,1,MD,Severna Park,11,AGENT00607,VNDR00239,Joyce Bumgardner,2005-04-19,Norman,OK,73072,58611865,OSZO80842587993756,Brooks-Bowen,Oklahoma City,OK,73112,9,6,2021,14,2,2019,22,5,2021,27,5,2021
Property,93.07,31000,Anchorage,AK,99503,Y,32,16,Y,4,H,Own,MI,MD,A,Major Loss,Ambulance,1,1,CT,Manchester,22,AGENT00299,VNDR00057,Virginia Huston,2000-02-20,Manchester,CT,6040,46763754,OEQY12119736922567,Mckinney-Riley,Washington,DC,20002,9,6,2021,11,9,2010,21,5,2021,26,5,2021
Health,112.48,19000,Anchorage,AK,99517,N,31,30,Y,3,L,Mortgage,LI,High School,A,Total Loss,Ambulance,0,0,MA,Medford,15,AGENT00931,VNDR00540,Teresa Hosey,1997-01-07,Fayetteville,AR,72701,46456511,MKRQ16932147550119,"Fuller, Smith and Black",Fayetteville,AR,72701,9,6,2021,25,11,2013,26,5,2021,31,5,2021
Property,137.5,11000,Louisville,KY,40205,Y,61,45,Y,7,L,Own,MI,High School,A,Major Loss,Police,1,0,MA,Barnstable,2,AGENT00929,VNDR00031,Krista Cates,1993-06-07,Orange,CA,92869,121300090,IUKO84188686190049,Johnson Ltd,Fayetteville,AR,72703,9,6,2021,14,1,2011,30,5,2021,2,6,2021
Motor,75.68,7000,Manchester,CT,6040,N,46,35,Y,2,M,Own,HI,MD,A,Total Loss,Other,1,1,AR,Fayetteville,18,AGENT00363,VNDR00403,Elizabeth Kettle,2016-08-04,Glendale,AZ,85301,101709190,MFJX34202114178317,Foster-Perry,Montgomery,AL,36116,9,6,2021,5,3,2011,6,6,2021,6,6,2021
Health,166.27,6000,Revere,MA,2151,Y,41,35,Y,7,M,Own,HI,High School,A,Minor Loss,Ambulance,0,1,AR,Fayetteville,7,AGENT00698,VNDR00401,Noemi Guerrero,2008-12-11,Glendale,AZ,85308,27675447,OCWO57036660163687,"Moore, Fisher and Cardenas",Montgomery,AL,36110,9,6,2021,1,9,2011,28,5,2021,2,6,2021
Motor,109.85,3000,Brooklyn Park,MD,21225,Y,49,21,Y,4,L,Own,MI,Bachelor,A,Minor Loss,Ambulance,1,0,CO,Arvada,18,AGENT00842,VNDR00151,Janean Mccaffrey,1993-07-13,Lexington,MA,2420,11039536,EQYA09522848732589,Jones Group,Arvada,CO,80004,9,6,2021,22,6,2010,2,6,2021,4,6,2021
Travel,62.56,1000,Severn,MD,21144,Y,47,6,Y,7,L,Rent,MI,High School,A,Minor Loss,Ambulance,1,0,CO,Arvada,11,AGENT00929,VNDR00510,Krista Cates,1993-06-07,Orange,CA,92869,121300090,IUKO84188686190049,Morton Ltd,Arvada,CO,80005,9,6,2021,21,5,2016,20,5,2021,25,5,2021
Property,141.62,15000,Port Charlotte,FL,33954,Y,62,97,Y,4,H,Rent,HI,College,A,Major Loss,Ambulance,1,1,FL,Mexico Beach,1,AGENT00580,VNDR00492,John Hassan,1997-07-05,Anchorage,AK,99516,13682813,CNOL13767821635403,Hunter PLC,Louisville,KY,40223,9,6,2021,8,11,2013,4,6,2021,5,6,2021
Health,142.87,14000,Louisville,KY,40206,Y,51,72,Y,3,M,Mortgage,LI,College,A,Total Loss,Ambulance,1,0,FL,Lynn Haven,18,AGENT00137,VNDR00538,Dominick Ellis,1998-05-20,Montgomery,AL,36106,74238772,QETP76845349259624,Johnson LLC,Glendale,AZ,85308,9,6,2021,4,2,2019,23,5,2021,28,5,2021
Travel,79.59,4000,Arvada,CO,80007,Y,41,92,Y,7,L,Rent,LI,High School,A,Minor Loss,Ambulance,0,0,MD,Gambrills,9,AGENT00809,VNDR00504,Peter Henry,1992-09-19,Needham,MA,2492,102781078,BVXI96875379001134,Hill LLC,Arvada,CO,80003,9,6,2021,23,4,2013,6,6,2021,6,6,2021
Travel,95.55,5000,North Reading,MA,1864,Y,27,71,Y,7,L,Mortgage,HI,Masters,A,Major Loss,Police,1,0,GA,Savannah,19,AGENT00472,VNDR00169,Harold Campbell,2003-11-26,Greensboro,VT,5841,87092219,EIOF34399569188648,Hicks Group,Fayetteville,AR,72703,9,6,2021,15,11,2017,5,6,2021,6,6,2021
Health,115.52,2000,Aspen,CO,81611,N,44,49,Y,7,H,Own,MI,Bachelor,A,Total Loss,Ambulance,1,0,GA,Savannah,15,AGENT00237,VNDR00339,Julie Matthews,2013-06-29,Pasadena,MD,21122,10954007,VKUS02526513306634,Hickman-Mendoza,Glendale,AZ,85310,9,6,2021,12,3,2014,24,5,2021,29,5,2021
Motor,97.34,7000,Louisville,KY,40203,Y,64,30,Y,6,L,Rent,LI,MD,A,Total Loss,Ambulance,0,1,CO,Boulder,16,AGENT00170,VNDR00005,Kyle Allen,2012-02-27,Farmington,AR,72730,95747310,PAXH79615273190990,Wilson PLC,Nashville,TN,37210,9,6,2021,15,10,2010,8,6,2021,8,6,2021
Mobile,11.83,100,Washington,DC,20017,N,34,40,Y,7,M,Rent,LI,Masters,A,Major Loss,Police,1,1,AZ,Glendale,21,AGENT00628,VNDR00505,Marsha Kingsley,2015-05-05,Savannah,GA,31404,84587167,NHJQ77011799626371,Shaw-Guzman,Salisbury,MA,1952,10,6,2021,24,4,2018,9,6,2021,9,6,2021
Life,51.76,69000,Arvada,CO,80003,Y,46,10,Y,7,L,Rent,HI,Bachelor,A,Total Loss,Ambulance,1,0,OK,Del City,0,AGENT01057,VNDR00100,Boyd Christie,2002-05-02,Montgomery,AL,36106,75453158,UFJN99265127694758,Lamb-Campbell,Nashville,TN,37211,10,6,2021,13,5,2015,28,5,2021,2,6,2021
Motor,90.93,2000,Nashville,TN,37205,Y,47,38,Y,7,M,Own,MI,MD,A,Minor Loss,Ambulance,0,1,MA,Fitchburg,11,AGENT00292,VNDR00279,Agnes Alsip,2018-01-23,Savannah,GA,31419,82186861,EJPU56178255713432,"Rodriguez, Anderson and Chambers",Glendale,AZ,85302,10,6,2021,6,4,2014,4,6,2021,6,6,2021
Mobile,9.74,300,Oklahoma City,OK,73162,N,40,110,Y,2,L,Own,MI,Bachelor,A,Major Loss,Other,1,1,AZ,Glendale,12,AGENT00513,VNDR00458,Thomas Freeman,2007-07-15,Washington,DC,20001,79035352,TKPT52274600149459,Anderson-Wilson,Cupertino,CA,95014,10,6,2021,29,3,2016,28,5,2021,2,6,2021
Life,50.73,84000,Washington,DC,20024,N,37,93,Y,6,L,Mortgage,HI,Bachelor,A,Major Loss,Ambulance,0,1,MD,Severn,3,AGENT01044,VNDR00359,Steve Castillo,1998-08-24,Edmond,OK,73012,91856195,KDRC02531764980418,Perez PLC,Manchester,CT,6040,10,6,2021,31,1,2018,24,5,2021,29,5,2021
Motor,73.89,7000,Nashville,TN,37205,Y,36,27,Y,7,H,Mortgage,MI,College,A,Major Loss,Police,0,1,AR,Fayetteville,3,AGENT00189,VNDR00494,Trevor Munoz,2002-03-26,Nashville,TN,37218,84756781,IYBT37542514188685,Riley PLC,Odenton,MD,21113,10,6,2021,2,3,2019,23,5,2021,28,5,2021
